drug_use_freq,grade,sex,bmi,race4,drunk_driving,text_driving,carrying_weapon,suicide_attempt,quit_smoke,physical_fight,early_sex,screening_use,heavy_screen_use,sleeping_time,enough_sleep,smoking_status,binge_drinking,seat_belt,grades_school,smoke_age,alcohol_age,age_initial_alcohol,age_initial_smoking
Light Dose,9th Grade,male,16.3687,White,No,Yes,Yes,Yes,Never Smoke,No,Yes,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,9th Grade,male,19.4851,White,No,Yes,No,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,21.4759,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,27.1702,All other Races,No,Yes,No,Yes,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,15 or 16 years old,15.5,NA
No Drug Use,9th Grade,male,20.8264,All other Races,No,Yes,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,9th Grade,male,19.7033,White,No,No,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,9th Grade,male,28.4452,All other Races,No,Yes,No,No,No,Yes,No,5,Yes,7,No,Light Smoker,Light Binge Drinking,Sometimes,Mostly A's,13 or 14 years old,11 or 12 years old,11.5,13.5
No Drug Use,9th Grade,male,15.4931,All other Races,No,No,No,No,Never Smoke,No,No,0.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,17.8927,White,No,No,No,No,No,Yes,Yes,3.5,No,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,9 or 10 years old,9 or 10 years old,9.5,9.5
No Drug Use,9th Grade,male,NA,White,No,Yes,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,10th Grade,male,18.9012,White,No,No,No,No,Never Smoke,Yes,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,22.4012,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,9th Grade,male,22.7069,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,6,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,23.3242,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,19.7669,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Sometimes,Mostly C's,never,never,NA,NA
No Drug Use,9th Grade,male,18.4904,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,34.8082,All other Races,No,No,No,No,Yes,Yes,No,2,No,6,No,Never Smoker,No Binge Drinking,Sometimes,Not sure,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,9th Grade,male,31.8204,Hispanic/Latino,No,Yes,No,No,Never Smoke,Yes,No,10,Yes,5,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,never,NA,NA
Light Dose,9th Grade,male,24.4376,White,No,Yes,No,No,Yes,Yes,Yes,6,Yes,8,Yes,Never Smoker,Light Binge Drinking,Never or Rarely,Mostly C's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,9th Grade,male,30.7789,All other Races,No,Yes,No,Yes,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Light Dose,9th Grade,male,18.866,All other Races,Yes,No,No,No,Yes,No,No,4,No,6,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,10th Grade,male,25.7338,All other Races,No,Yes,No,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,11th Grade,male,22.8082,White,No,Yes,No,Yes,Never Smoke,No,No,6,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,never,NA,15.5
No Drug Use,9th Grade,male,18.3287,White,No,No,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,20.7581,Black or African American,No,No,No,No,Never Smoke,Yes,No,5.5,Yes,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,29.0989,White,No,No,Yes,No,Yes,Yes,No,5,Yes,4,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,19.2932,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,17.4279,White,No,Yes,No,No,Yes,Yes,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,9 or 10 years old,9.5,NA
No Drug Use,10th Grade,male,17.8934,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,29.3492,Hispanic/Latino,No,Yes,No,No,Never Smoke,Yes,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,9th Grade,male,18.2006,Hispanic/Latino,No,No,No,No,Never Smoke,Yes,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,26.1096,White,No,Yes,No,No,Yes,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,9th Grade,male,25.1142,White,No,Yes,No,No,Never Smoke,No,No,1,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,male,21.6602,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,8 years old or younger,8,NA
No Drug Use,9th Grade,male,20.5606,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,0.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,20.0417,White,No,Yes,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,9th Grade,male,28.9694,White,Yes,No,No,Yes,Yes,No,No,5.5,Yes,5,No,Never Smoker,No Binge Drinking,Sometimes,Not sure,never,13 or 14 years old,13.5,NA
No Drug Use,9th Grade,male,18.4024,All other Races,Yes,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,9 or 10 years old,9.5,NA
No Drug Use,9th Grade,male,19.285,White,No,Yes,No,No,Never Smoke,No,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,19.3284,Hispanic/Latino,No,Yes,No,No,Yes,Yes,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,never,NA,15.5
No Drug Use,9th Grade,male,17.3268,White,No,No,No,No,Yes,No,No,1,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,11 or 12 years old,11.5,11.5
Heavy Dose,9th Grade,male,28.2035,Hispanic/Latino,No,No,No,Yes,Yes,Yes,Yes,4,No,7,No,Light Smoker,No Binge Drinking,Sometimes,Mostly Below C's,8 years old or younger,8 years old or younger,8,8
No Drug Use,9th Grade,male,20.7581,White,No,No,No,No,Never Smoke,Yes,No,6,Yes,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,26.5164,All other Races,No,No,No,No,Never Smoke,No,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,17.7731,All other Races,No,Yes,No,No,Never Smoke,No,No,7,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,9th Grade,male,32.4885,Hispanic/Latino,No,No,No,No,Yes,No,Yes,1,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,never,NA,13.5
No Drug Use,9th Grade,male,22.0702,White,No,No,No,No,Never Smoke,No,No,5.5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,13 or 14 years old,13.5,NA
Heavy Dose,9th Grade,male,22.5143,All other Races,Yes,Yes,Yes,No,No,Yes,Yes,1.5,No,6,No,Light Smoker,Heavy Binge Drinking,Most of the time or Always,Not sure,8 years old or younger,8 years old or younger,8,8
No Drug Use,10th Grade,male,22.0793,All other Races,No,No,No,No,Never Smoke,No,No,7,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,8 years old or younger,never,NA,8
No Drug Use,9th Grade,male,24.4376,All other Races,No,No,No,No,Never Smoke,No,No,7,Yes,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,9th Grade,male,19.6194,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,2,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
Light Dose,9th Grade,male,30.1349,White,No,Yes,No,Yes,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,20.0417,White,No,No,No,No,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,11 or 12 years old,11.5,NA
No Drug Use,9th Grade,male,27.4414,White,No,Yes,No,Yes,Never Smoke,No,No,4,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,15.5527,White,No,Yes,No,No,Never Smoke,No,No,10,Yes,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,15 or 16 years old,15.5,NA
No Drug Use,9th Grade,male,21.4746,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,male,26.9522,All other Races,Yes,Yes,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,9th Grade,male,18.9448,White,No,Yes,No,No,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,28.8395,White,No,Yes,No,No,Never Smoke,No,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,10th Grade,male,19.6393,White,No,No,No,Yes,Yes,Yes,Yes,0,No,7,No,Light Smoker,Light Binge Drinking,Never or Rarely,Mostly A's,11 or 12 years old,11 or 12 years old,11.5,11.5
No Drug Use,10th Grade,male,17.1272,White,No,Yes,No,No,Never Smoke,No,No,1,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,22.7537,White,No,Yes,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,9 or 10 years old,9.5,NA
No Drug Use,9th Grade,male,NA,White,No,Yes,Yes,No,Never Smoke,Yes,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,31.2432,Hispanic/Latino,No,Yes,Yes,No,Never Smoke,Yes,Yes,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,male,NA,All other Races,No,Yes,No,No,Never Smoke,No,No,5.5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,9th Grade,male,24.1381,White,Yes,No,No,No,Never Smoke,No,No,5,Yes,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,male,16.3269,White,No,No,No,No,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,14.2837,White,No,No,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,27.4956,White,No,Yes,No,No,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,17.326,White,No,Yes,No,No,No,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,23.7438,White,No,Yes,No,No,Never Smoke,Yes,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,23.0988,All other Races,No,Yes,No,No,Never Smoke,Yes,Yes,1,No,7,No,Never Smoker,No Binge Drinking,Sometimes,None of these grades,11 or 12 years old,8 years old or younger,8,11.5
Heavy Dose,9th Grade,male,18.7813,White,No,No,Yes,Yes,No,Yes,Yes,10,Yes,4,No,Light Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly Below C's,8 years old or younger,8 years old or younger,8,8
No Drug Use,9th Grade,male,19.3278,White,No,No,No,No,Never Smoke,No,No,3.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,21.4746,White,No,Yes,No,No,Never Smoke,No,No,3.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,21.9889,White,Yes,Yes,Yes,No,Yes,Yes,No,8,Yes,6,No,Light Smoker,Light Binge Drinking,Sometimes,Mostly B's,15 or 16 years old,11 or 12 years old,11.5,15.5
No Drug Use,9th Grade,male,33.6463,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,1,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,9th Grade,male,25.7701,White,No,Yes,No,No,Never Smoke,Yes,No,1,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,18.1864,White,No,No,No,No,Never Smoke,No,Yes,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,25.059,White,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,17.737,White,No,Yes,No,No,Never Smoke,No,No,4,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,9th Grade,male,23.5433,Black or African American,No,Yes,No,No,Never Smoke,No,Yes,2.5,No,7,No,Never Smoker,No Binge Drinking,Never or Rarely,Not sure,never,15 or 16 years old,15.5,NA
Light Dose,9th Grade,male,26.1993,White,No,Yes,No,No,Yes,Yes,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,13 or 14 years old,9 or 10 years old,9.5,13.5
No Drug Use,9th Grade,male,27.3176,All other Races,No,No,No,No,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,29.0256,White,No,No,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,25.9483,All other Races,No,Yes,No,No,Never Smoke,Yes,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
Light Dose,9th Grade,male,17.7188,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,7,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,8 years old or younger,never,NA,8
No Drug Use,10th Grade,male,20.2994,White,No,No,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,22.7338,White,No,No,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,NA,Hispanic/Latino,No,Yes,No,No,Yes,No,No,4.5,No,7,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,never,NA,15.5
No Drug Use,10th Grade,male,30.0656,All other Races,No,Yes,No,No,Never Smoke,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,17.9198,White,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,21.3407,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,10th Grade,male,24.05,White,No,No,No,No,Never Smoke,No,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,21.4746,White,No,Yes,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
Light Dose,10th Grade,male,21.1903,White,No,No,No,No,No,Yes,No,2.5,No,8,Yes,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,10th Grade,male,39.6204,All other Races,No,No,No,No,Never Smoke,No,No,5.5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,23.3242,Hispanic/Latino,Yes,Yes,No,No,Never Smoke,No,Yes,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,8 years old or younger,8,NA
No Drug Use,9th Grade,male,22.7578,Hispanic/Latino,No,Yes,No,Yes,Yes,Yes,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,8 years old or younger,8,NA
Light Dose,9th Grade,male,19.6996,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,3,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Light Dose,9th Grade,male,18.9012,White,No,No,No,No,Never Smoke,Yes,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,19.9967,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,10,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,21.9753,All other Races,No,Yes,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,22.9075,White,No,No,No,Yes,Never Smoke,No,No,4,No,4,No,Never Smoker,No Binge Drinking,Sometimes,Mostly C's,never,13 or 14 years old,13.5,NA
Light Dose,9th Grade,male,23.8465,White,No,Yes,No,No,Never Smoke,No,No,6,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,9th Grade,male,16.1661,All other Races,No,Yes,No,No,Never Smoke,No,No,1.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,NA,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,0.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,19.3125,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,30.534300000000002,All other Races,No,Yes,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,18.25,All other Races,No,Yes,No,No,Never Smoke,No,No,10,Yes,10,Yes,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,never,never,NA,NA
Heavy Dose,11th Grade,male,29.5291,All other Races,No,No,No,No,Never Smoke,No,No,5,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,15 or 16 years old,15.5,15.5
Light Dose,10th Grade,male,31.391,White,No,Yes,No,No,Yes,Yes,No,2.5,No,10,Yes,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,11 or 12 years old,11.5,11.5
Light Dose,10th Grade,male,18.9615,White,No,Yes,No,No,Never Smoke,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,15 or 16 years old,15.5,NA
